절입시각,월,월지,절기,일수
1995-08-08 08:52,07,신,입추,31.12291667
1995-09-08 11:49,08,유,백로,30.65138889
1995-10-09 03:27,09,술,한로,30.13125
1995-11-08 06:36,10,해,입동,29.69861111
1995-12-07 23:22,11,자,대설,29.46458333
1996-01-06 10:31,12,축,소한,29.48402778
1996-02-04 22:08,01,인,입춘,29.75138889
1996-03-05 16:10,02,묘,경칩,30.20277778
1996-04-04 21:02,03,진,청명,30.725
1996-05-05 14:26,04,사,입하,31.17708333
1996-06-05 18:41,05,오,망종,31.42986111
1996-07-07 05:00,06,미,소서,31.40902778
1996-08-07 14:49,07,신,입추,31.12013889
1996-09-07 17:42,08,유,백로,30.65069444
1996-10-08 09:19,09,술,한로,30.13055556
1996-11-07 12:27,10,해,입동,29.69930556
1996-12-07 05:14,11,자,대설,29.46527778
1997-01-05 16:24,12,축,소한,29.48472222
1997-02-04 04:02,01,인,입춘,29.75138889
1997-03-05 22:04,02,묘,경칩,30.20277778
1997-04-05 02:56,03,진,청명,30.72430556
1997-05-05 20:19,04,사,입하,31.17638889
1997-06-06 00:33,05,오,망종,31.42777778
1997-07-07 10:49,06,미,소서,31.40763889
1997-08-07 20:36,07,신,입추,31.12013889
1997-09-07 23:29,08,유,백로,30.65
1997-10-08 15:05,09,술,한로,30.13194444
1997-11-07 18:15,10,해,입동,29.70138889
1997-12-07 11:05,11,자,대설,29.46736111
1998-01-05 22:18,12,축,소한,29.48541667
1998-02-04 09:57,01,인,입춘,29.75
1998-03-06 03:57,02,묘,경칩,30.2
1998-04-05 08:45,03,진,청명,30.72083333
1998-05-06 02:03,04,사,입하,31.17361111
1998-06-06 06:13,05,오,망종,31.42847222
1998-07-07 16:30,06,미,소서,31.40972222
1998-08-08 02:20,07,신,입추,31.12222222
1998-09-08 05:16,08,유,백로,30.65277778
1998-10-08 20:56,09,술,한로,30.13333333
1998-11-08 00:08,10,해,입동,29.70416667
1998-12-07 17:02,11,자,대설,29.46875
1999-01-06 04:17,12,축,소한,29.48611111
1999-02-04 15:57,01,인,입춘,29.75069444
1999-03-06 09:58,02,묘,경칩,30.19930556
1999-04-05 14:45,03,진,청명,30.71944444
1999-05-06 08:01,04,사,입하,31.17222222
1999-06-06 12:09,05,오,망종,31.42777778
1999-07-07 22:25,06,미,소서,31.40902778
1999-08-08 08:14,07,신,입추,31.12222222
1999-09-08 11:10,08,유,백로,30.65138889
1999-10-09 02:48,09,술,한로,30.13194444
1999-11-08 05:58,10,해,입동,29.70069444
1999-12-07 22:47,11,자,대설,29.46736111
2000-01-06 10:00,12,축,소한,29.48611111
2000-02-04 21:40,01,인,입춘,29.75138889
2000-03-05 15:42,02,묘,경칩,30.20069444
2000-04-04 20:31,03,진,청명,30.72152778
2000-05-05 13:50,04,사,입하,31.17222222
2000-06-05 17:58,05,오,망종,31.42708333
2000-07-07 04:13,06,미,소서,31.40902778
2000-08-07 14:02,07,신,입추,31.12291667
2000-09-07 16:59,08,유,백로,30.65208333
2000-10-08 08:38,09,술,한로,30.13125
2000-11-07 11:47,10,해,입동,29.70069444
2000-12-07 04:36,11,자,대설,29.46736111
2001-01-05 15:49,12,축,소한,29.48541667
2001-02-04 03:28,01,인,입춘,29.75277778
2001-03-05 21:32,02,묘,경칩,30.20277778
2001-04-05 02:24,03,진,청명,30.72222222
2001-05-05 19:44,04,사,입하,31.17291667
2001-06-05 23:53,05,오,망종,31.42569444
2001-07-07 10:06,06,미,소서,31.40694444
2001-08-07 19:52,07,신,입추,31.12083333
2001-09-07 22:46,08,유,백로,30.65138889
2001-10-08 14:24,09,술,한로,30.13333333
2001-11-07 17:36,10,해,입동,29.70277778
2001-12-07 10:28,11,자,대설,29.46875
2002-01-05 21:43,12,축,소한,29.48680556
2002-02-04 09:24,01,인,입춘,29.75277778
2002-03-06 03:28,02,묘,경칩,30.20138889
2002-04-05 08:18,03,진,청명,30.72152778
2002-05-06 01:37,04,사,입하,31.17222222
2002-06-06 05:45,05,오,망종,31.42430556
2002-07-07 15:56,06,미,소서,31.40486111
2002-08-08 01:39,07,신,입추,31.11944444
2002-09-08 04:31,08,유,백로,30.65138889
2002-10-08 20:09,09,술,한로,30.13402778
2002-11-07 23:22,10,해,입동,29.70277778
2002-12-07 16:14,11,자,대설,29.46805556
2003-01-06 03:28,12,축,소한,29.48402778
2003-02-04 15:05,01,인,입춘,29.75
2003-03-06 09:05,02,묘,경칩,30.19930556
2003-04-05 13:52,03,진,청명,30.72083333
2003-05-06 07:10,04,사,입하,31.17361111
2003-06-06 11:20,05,오,망종,31.42777778
2003-07-07 21:36,06,미,소서,31.40833333
2003-08-08 07:24,07,신,입추,31.12222222
2003-09-08 10:20,08,유,백로,30.65277778
2003-10-09 02:00,09,술,한로,30.13402778
2003-11-08 05:13,10,해,입동,29.70277778
2003-12-07 22:05,11,자,대설,29.46805556
2004-01-06 09:19,12,축,소한,29.48402778
2004-02-04 20:56,01,인,입춘,29.75
2004-03-05 14:56,02,묘,경칩,30.19930556
2004-04-04 19:43,03,진,청명,30.72152778
2004-05-05 13:02,04,사,입하,31.175
2004-06-05 17:14,05,오,망종,31.42847222
2004-07-07 03:31,06,미,소서,31.40902778
2004-08-07 13:20,07,신,입추,31.12013889
2004-09-07 16:13,08,유,백로,30.65
2004-10-08 07:49,09,술,한로,30.13194444
2004-11-07 10:59,10,해,입동,29.70138889
2004-12-07 03:49,11,자,대설,29.46805556
2005-01-05 15:03,12,축,소한,29.48611111
2005-02-04 02:43,01,인,입춘,29.75138889
2005-03-05 20:45,02,묘,경칩,30.20069444
2005-04-05 01:34,03,진,청명,30.72152778
2005-05-05 18:53,04,사,입하,31.17291667
2005-06-05 23:02,05,오,망종,31.42708333
2005-07-07 09:17,06,미,소서,31.40694444
2005-08-07 19:03,07,신,입추,31.12083333
2005-09-07 21:57,08,유,백로,30.65
2005-10-08 13:33,09,술,한로,30.13125
2005-11-07 16:42,10,해,입동,29.70208333
2005-12-07 09:33,11,자,대설,29.46805556
2006-01-05 20:47,12,축,소한,29.48611111
2006-02-04 08:27,01,인,입춘,29.75138889
2006-03-06 02:29,02,묘,경칩,30.19861111
2006-04-05 07:15,03,진,청명,30.71944444
2006-05-06 00:31,04,사,입하,31.17083333
2006-06-06 04:37,05,오,망종,31.42638889
2006-07-07 14:51,06,미,소서,31.40972222
2006-08-08 00:41,07,신,입추,31.12361111
2006-09-08 03:39,08,유,백로,30.65416667
2006-10-08 19:21,09,술,한로,30.13472222
2006-11-07 22:35,10,해,입동,29.70277778
2006-12-07 15:27,11,자,대설,29.46736111
2007-01-06 02:40,12,축,소한,29.48472222
2007-02-04 14:18,01,인,입춘,29.75
2007-03-06 08:18,02,묘,경칩,30.19930556
2007-04-05 13:05,03,진,청명,30.71875
2007-05-06 06:20,04,사,입하,31.17152778
2007-06-06 10:27,05,오,망종,31.42708333
2007-07-07 20:42,06,미,소서,31.40902778
2007-08-08 06:31,07,신,입추,31.12361111
2007-09-08 09:29,08,유,백로,30.65416667
2007-10-09 01:11,09,술,한로,30.13402778
2007-11-08 04:24,10,해,입동,29.70138889
2007-12-07 21:14,11,자,대설,29.46597222
2008-01-06 08:25,12,축,소한,29.48263889
2008-02-04 20:00,01,인,입춘,29.74930556
2008-03-05 13:59,02,묘,경칩,30.19930556
2008-04-04 18:46,03,진,청명,30.72013889
2008-05-05 12:03,04,사,입하,31.17291667
2008-06-05 16:12,05,오,망종,31.42708333
2008-07-07 02:27,06,미,소서,31.40902778
2008-08-07 12:16,07,신,입추,32.12361111
2008-09-08 15:14,08,유,백로,29.65486111
2008-10-08 06:57,09,술,한로,30.13402778
2008-11-07 10:10,10,해,입동,29.70277778
2008-12-07 03:02,11,자,대설,29.46666667
2009-01-05 14:14,12,축,소한,29.48333333
2009-02-04 01:50,01,인,입춘,29.74791667
2009-03-05 19:47,02,묘,경칩,30.19930556
2009-04-05 00:34,03,진,청명,30.72013889
2009-05-05 17:51,04,사,입하,31.17222222
2009-06-05 21:59,05,오,망종,31.42638889
2009-07-07 08:13,06,미,소서,31.40833333
2009-08-07 18:01,07,신,입추,32.12291667
2009-09-08 20:58,08,유,백로,29.65416667
2009-10-08 12:40,09,술,한로,30.13611111
2009-11-07 15:56,10,해,입동,29.70555556
2009-12-07 08:52,11,자,대설,29.47013889
2010-01-05 20:09,12,축,소한,29.48541667
2010-02-04 07:48,01,인,입춘,29.74861111
2010-03-06 01:46,02,묘,경칩,30.19722222
2010-04-05 06:30,03,진,청명,30.71805556
2010-05-05 23:44,04,사,입하,31.17013889
2010-06-06 03:49,05,오,망종,31.42569444
2010-07-07 14:02,06,미,소서,31.40763889
2010-08-07 23:49,07,신,입추,31.12222222
2010-09-08 02:45,08,유,백로,30.65347222
2010-10-08 18:26,09,술,한로,30.13611111
2010-11-07 21:42,10,해,입동,29.70555556
2010-12-07 14:38,11,자,대설,29.47013889
2011-01-06 01:55,12,축,소한,29.48472222
2011-02-04 13:33,01,인,입춘,29.74791667
2011-03-06 07:30,02,묘,경칩,30.19583333
2011-04-05 12:12,03,진,청명,30.71597222
2011-05-06 05:23,04,사,입하,31.16944444
2011-06-06 09:27,05,오,망종,31.42708333
2011-07-07 19:42,06,미,소서,31.41041667
2011-08-08 05:33,07,신,입추,31.12569444
2011-09-08 08:34,08,유,백로,30.65625
2011-10-09 00:19,09,술,한로,30.13611111
2011-11-08 03:35,10,해,입동,29.70416667
2011-12-07 20:29,11,자,대설,29.46875
2012-01-06 07:44,12,축,소한,29.48472222
2012-02-04 19:22,01,인,입춘,29.74930556
2012-03-05 13:21,02,묘,경칩,30.19722222
2012-04-04 18:05,03,진,청명,30.71875
2012-05-05 11:20,04,사,입하,31.17083333
2012-06-05 15:26,05,오,망종,31.42708333
2012-07-07 01:41,06,미,소서,31.40902778
2012-08-07 11:30,07,신,입추,31.12430556
2012-09-07 14:29,08,유,백로,30.65486111
2012-10-08 06:12,09,술,한로,30.13472222
2012-11-07 09:26,10,해,입동,29.70347222
2012-12-07 02:19,11,자,대설,29.46875
2013-01-05 13:34,12,축,소한,29.48541667
2013-02-04 01:13,01,인,입춘,29.75138889
2013-03-05 19:15,02,묘,경칩,30.19930556
2013-04-05 00:02,03,진,청명,30.71944444
2013-05-05 17:18,04,사,입하,31.17013889
2013-06-05 21:23,05,오,망종,31.42430556
2013-07-07 07:34,06,미,소서,31.40694444
2013-08-07 17:20,07,신,입추,31.12222222
2013-09-07 20:16,08,유,백로,30.65416667
2013-10-08 11:58,09,술,한로,30.13611111
2013-11-07 15:14,10,해,입동,29.70416667
2013-12-07 08:08,11,자,대설,29.46944444
2014-01-05 19:24,12,축,소한,29.48541667
2014-02-04 07:03,01,인,입춘,29.74930556
2014-03-06 01:02,02,묘,경칩,30.19791667
2014-04-05 05:47,03,진,청명,30.71666667
2014-05-05 22:59,04,사,입하,31.16944444
2014-06-06 03:03,05,오,망종,31.425
2014-07-07 13:15,06,미,소서,31.40763889
2014-08-07 23:02,07,신,입추,31.12430556
2014-09-08 02:01,08,유,백로,30.65694444
2014-10-08 17:47,09,술,한로,30.13888889
2014-11-07 21:07,10,해,입동,29.70625
2014-12-07 14:04,11,자,대설,29.46944444
2015-01-06 01:20,12,축,소한,29.48472222
2015-02-04 12:58,01,인,입춘,29.74861111
2015-03-06 06:56,02,묘,경칩,30.19652778
2015-04-05 11:39,03,진,청명,30.71736111
2015-05-06 04:52,04,사,입하,31.17083333
2015-06-06 08:58,05,오,망종,31.42638889
2015-07-07 19:12,06,미,소서,31.40902778
2015-08-08 05:01,07,신,입추,31.12361111
2015-09-08 07:59,08,유,백로,30.65555556
2015-10-08 23:43,09,술,한로,30.13541667
2015-11-08 02:58,10,해,입동,29.70486111
2015-12-07 19:53,11,자,대설,29.46875
2016-01-06 07:08,12,축,소한,29.48472222
2016-02-04 18:46,01,인,입춘,29.74791667
2016-03-05 12:43,02,묘,경칩,30.19722222
2016-04-04 17:27,03,진,청명,30.71875
2016-05-05 10:42,04,사,입하,31.17083333
2016-06-05 14:48,05,오,망종,31.42708333
2016-07-07 01:03,06,미,소서,31.40972222
2016-08-07 10:53,07,신,입추,31.12361111
2016-09-07 13:51,08,유,백로,30.65416667
2016-10-08 05:33,09,술,한로,30.13541667
2016-11-07 08:48,10,해,입동,29.70347222
2016-12-07 01:41,11,자,대설,29.46875
2017-01-05 12:56,12,축,소한,29.48472222
2017-02-04 00:34,01,인,입춘,29.74930556
2017-03-05 18:33,02,묘,경칩,30.19722222
2017-04-04 23:17,03,진,청명,30.71805556
2017-05-05 16:31,04,사,입하,31.17083333
2017-06-05 20:37,05,오,망종,31.42638889
2017-07-07 06:51,06,미,소서,31.40902778
2017-08-07 16:40,07,신,입추,31.12430556
2017-09-07 19:39,08,유,백로,30.65486111
2017-10-08 11:22,09,술,한로,30.13611111
2017-11-07 14:38,10,해,입동,29.70486111
2017-12-07 07:33,11,자,대설,29.46944444
2018-01-05 18:49,12,축,소한,29.48541667
2018-02-04 06:28,01,인,입춘,29.75
2018-03-06 00:28,02,묘,경칩,30.19791667
2018-04-05 05:13,03,진,청명,30.71666667
2018-05-05 22:25,04,사,입하,31.16944444
2018-06-06 02:29,05,오,망종,31.42569444
2018-07-07 12:42,06,미,소서,31.40902778
2018-08-07 22:31,07,신,입추,31.12430556
2018-09-08 01:30,08,유,백로,30.65625
2018-10-08 17:15,09,술,한로,30.13680556
2018-11-07 20:32,10,해,입동,29.70416667
2018-12-07 13:26,11,자,대설,29.46736111
2019-01-06 00:39,12,축,소한,29.48263889
2019-02-04 12:14,01,인,입춘,29.74722222
2019-03-06 06:10,02,묘,경칩,30.19513889
2019-04-05 10:51,03,진,청명,30.71666667
2019-05-06 04:03,04,사,입하,31.16875
2019-06-06 08:06,05,오,망종,31.42708333
2019-07-07 18:21,06,미,소서,31.41111111
2019-08-08 04:13,07,신,입추,31.12777778
2019-09-08 07:17,08,유,백로,30.65902778
2019-10-08 23:06,09,술,한로,30.1375
2019-11-08 02:24,10,해,입동,29.70416667
2019-12-07 19:18,11,자,대설,29.46666667
2020-01-06 06:30,12,축,소한,29.48125
2020-02-04 18:03,01,인,입춘,29.74583333
2020-03-05 11:57,02,묘,경칩,30.19513889
2020-04-04 16:38,03,진,청명,30.71736111
2020-05-05 09:51,04,사,입하,31.17152778
2020-06-05 13:58,05,오,망종,31.42777778
2020-07-07 00:14,06,미,소서,31.41111111
2020-08-07 10:06,07,신,입추,31.12638889
2020-09-07 13:08,08,유,백로,30.65763889
2020-10-08 04:55,09,술,한로,30.13819444
2020-11-07 08:14,10,해,입동,29.70486111
2020-12-07 01:09,11,자,대설,29.46805556
2021-01-05 12:23,12,축,소한,29.48333333
2021-02-03 23:59,01,인,입춘,29.74652778
2021-03-05 17:54,02,묘,경칩,30.19513889
2021-04-04 22:35,03,진,청명,30.71666667
2021-05-05 15:47,04,사,입하,31.17013889
2021-06-05 19:52,05,오,망종,31.42569444
2021-07-07 06:05,06,미,소서,31.40902778
2021-08-07 15:54,07,신,입추,31.12430556
2021-09-07 18:53,08,유,백로,30.65694444
2021-10-08 10:39,09,술,한로,30.13888889
2021-11-07 13:59,10,해,입동,29.70694444
2021-12-07 06:57,11,자,대설,29.47013889
2022-01-05 18:14,12,축,소한,29.48402778
2022-02-04 05:51,01,인,입춘,29.74513889
2022-03-05 23:44,02,묘,경칩,30.19166667
2022-04-05 04:20,03,진,청명,30.7125
2022-05-05 21:26,04,사,입하,31.16666667
2022-06-06 01:26,05,오,망종,31.425
2022-07-07 11:38,06,미,소서,31.41041667
2022-08-07 21:29,07,신,입추,31.12708333
2022-09-08 00:32,08,유,백로,30.65972222
2022-10-08 16:22,09,술,한로,30.14097222
2022-11-07 19:45,10,해,입동,29.70902778
2022-12-07 12:46,11,자,대설,29.47152778
2023-01-06 00:05,12,축,소한,29.48472222
