상위(행운),비견,겁재,식신,상관,편재,정재,편관,정관,편인,정인
비견,비견,겁재,정인,편인,편관,정관,편재,정재,상관,식신
겁재,겁재,겁재,편인,편인,편관,편관,편재,편재,상관,상관
식신,식신,상관,식신,상관,편인,정인,편관,정관,편재,정재
상관,상관,상관,상관,상관,편인,편인,편관,편관,편재,편재
편재,편재,편재,상관,상관,편재,편재,편인,편인,편관,편관
정재,정재,편재,식신,상관,편재,정재,편인,정인,편관,정관
편관,편관,편관,편재,편재,상관,상관,편관,편관,편인,편인
정관,정관,편관,정재,편재,상관,식신,편관,정관,편인,정인
편인,편인,편인,편관,편관,편재,편재,상관,상관,편인,편인
정인,정인,편인,정관,편관,편재,정재,상관,식신,편인,정인
